OBJECTID,MSOA11CD,BNG_E,BNG_N,Borough,msoa11hclnm,geometry,pub_tra_stops,bus_stops,rail_stops,Middle Super Output Area,BAME_per_2011,land_area_hectares,pop_den_2011,median_house_price_2012,level_4_per_2011,unemployment_rate_2011,median_income_2011/12,deprived_household_per_2010,bad_health_per_2011,no_car_per_2011,one_car_per_2011,car_per_household_2011,Unnamed: 0,MSOA,car_Tobs,bus_Tobs,rail_Tobs,car_ave_t,bus_ave_t,rail_ave_t,total_ave_t,total_Tobs,car_per,bus_per,rail_per,pub_per,pub_tra_stops_den,bus_stops_den,rail_stops_den,one_car_or_more_per_2011
11,E02000012,545549,184914,Barking and Dagenham,Longbridge & Barking Park,"POLYGON ((546381.4382 185104.331800001, 546383.689 185027.327, 546338.3543 184984.912699999, 546218.1215 184945.822000001, 546139.52 184777.76, 546021.813 184578.547, 546029.099 184537.388, 546126.064 184365.125, 546131.1258 184298.5362, 546076.331 184290.464, 545860.0404000001 184252.919199999, 545803.5078 184243.980799999, 545681.7389999999 184224.901000001, 545574.2120000001 184208.266000001, 545306.022 184163.943, 545302.8931 184163.4959, 545296.2394 184162.475, 545271.8493999999 184184.053200001, 545268.433 184280.620999999, 545323.601 184283.18, 545377.556 184330.532, 545325.725 184381.913000001, 545326.0060000001 184429.005000001, 545347.7935 184448.152000001, 545326.596 184474.574999999, 545379.8959999999 184519.697000001, 545198.853 184684.868000001, 545147.7389999999 184629.899, 544968.7830000001 184788.096000001, 544934.508 184771.176000001, 544899 184797, 544963.001 184838.001, 544790 185054, 544760.577 185028.779999999, 544671.645 185169.784, 544755.25 185232.953, 544909.937 185268.063999999, 545115.313 185335.937000001, 545127.876 185426.219000001, 545176.5 185483.578, 545184.0008 185463.718599999, 545172.688 185370.858999999, 545230.052 185136.665999999, 545261.0015 185065.444499999, 545342.2340000001 185120.15, 545428.922 185170.947000001, 545702.759 185379.345000001, 545757.8865 185411.743000001, 545852.2668 185460.937799999, 546026.3626 185555.0261, 546126.2756000001 185665.017999999, 546181.625 185509.672, 546318.356 185289.200999999, 546381.4382 185104.331800001))",14.0,13.0,1.0,E02000012,56.1,130.0,77.3,260000,0.248022152,7.3,42624,17.4,3.5,26.8,44.9,1.1,10.0,E02000012,1241,298,1287,5.637160528259471,22.49528886644296,18.868485667754477,13.44057089602619,2826,43.91365888181174,10.5449398443029,45.54140127388535,56.08634111818825,0.1076923076923077,0.1,0.007692307692307693,73.2
12,E02000013,547464,184700,Barking and Dagenham,Becontree South,"POLYGON ((547033.585 185348.362, 547228.838 185300.176000001, 547248.0215 185371.014, 547345.883 185348.501, 547329.167 185276.346000001, 547406.2975 185261.5515, 547426.9728 185204.9586, 547492.4841 185291.487400001, 547475.072 185265.478, 547502.687 185249.047, 547688.75 185286.375, 547714.142 185266.855, 547797.379 185285.987, 547857.345 185058.848999999, 547931.5649999999 184917.673, 548097.375 184711.970000001, 548079.073 184682.109999999, 548100.347 184582.410800001, 547855.309 184550.243000001, 547883.692 184367.943, 547849.547 184355.551999999, 547815.574 184245.955, 547835.6375 184217.2137, 547820.171 184198.207, 547799.6629999999 184180.314999999, 547772.243 184200.727, 547671.971 184170.168, 547653.8445 184129.316500001, 547593 184138.5, 547587.608 184237.626499999, 547489.2618 184202.595799999, 547437.605 184204.375, 547443.117 184259.7925, 547359.9435000001 184289.175000001, 547338.566 184279.662, 547366.983 184175.949999999, 547398.743 184117.124, 547383.263 184065.278000001, 547450.3168 184028.274, 547384.346 183960.147, 547322.746 183991.162, 547324.227 183888.806, 547291.5424 183883.875, 547287.568 183954.6128, 547278.208 184125.77, 547273.205 184246.921, 547270.5599 184312.4461, 547256.625 184391.805, 547258.751 184467.655999999, 547214.753 184461.668, 546979.3199999999 184428.7678, 546965.326 184504.681600001, 546963.314 184516.941, 546926.1226 184620.205800001, 546863.096 184594.755999999, 546775.8 184610.323000001, 546777 184653.909600001, 546857.6850000001 184717.543, 546840.772 184741.2436, 546822.52 184763.579, 546845.8765 184788.9045, 546741.602 184858.189999999, 546738.583 184915.909, 546678.824 184960.014, 546779.469 184987.001, 546780.023 185013.971000001, 546739.9399999999 185055.892000001, 546767.622 185207.432, 546705.6912 185236.411, 546671.6905 185212.768999999, 546639 185244, 546635.425 185138.309, 546381.4382 185104.331800001, 546318.356 185289.200999999, 546181.625 185509.672, 546406.969 185502.463, 546644.11 185450.025, 546806.187 185404.515000001, 546814.496 185402.492000001, 547033.585 185348.362))",14.0,13.0,1.0,E02000013,31.1,130.5,64.9,172250,0.171320007,9.9,27213,28.8,5.3,37.0,45.2,0.8,11.0,E02000013,1065,295,854,5.714347857267606,20.947478229830512,20.114101898711933,13.298432505551036,2214,48.1029810298103,13.32429990966576,38.572719060523944,51.8970189701897,0.10727969348659004,0.09961685823754789,0.007662835249042145,63.0
13,E02000014,548669,184545,Barking and Dagenham,Dagenham Central,"POLYGON ((548803.9232 185232.045600001, 548903.063 185211.297, 548932.3565 185245.7665, 548976.2848 185182.330399999, 549029.8959999999 185189.380000001, 549036.722 185188.470000001, 549077.4089 185152.434599999, 549050.173 185099.878, 549088.15 185062.335000001, 549041.999 185002.76, 549156.504 184979.900800001, 549196.036 184999.699999999, 549191.5919999999 185048.449999999, 549262.922 185060.028999999, 549235 185150.823000001, 549272.406 185240.278000001, 549323.571 185244.247500001, 549371.8688000001 185194.707800001, 549325.003 185185.541999999, 549345.996 185056.957, 549311.053 185038.882999999, 549319.85 184990.381999999, 549285.147 184980.904999999, 549301.111 184875.209000001, 549210.55 184859.187000001, 549182.799 184726.336999999, 549049.247 184708.2555, 549060.098 184635.228, 549070.2078 184556.953600001, 549244.0033 184559.9013, 549405 184549.657, 549405.634 184516.5372, 549404.8755 184418.533, 549363.0894000001 184339.225, 549292.2206 184280.2326, 549329.66 184218.253, 549290.718 184116.564999999, 549363.743 184090.876, 549337.768 184033.103, 549365.2830000001 183988.09, 549326.7340000001 183914.941, 549260.074 183898.471999999, 549229.319 183967.705, 549148.041 183966.382999999, 549085.999 184024.676000001, 549086.262 184007.598999999, 548988.317 183994.715, 548892.512 183830.415999999, 548917.242 183796.603800001, 548915.323 183746.782, 548864.606 183716.786, 548835.8715 183775.290999999, 548777.018 183747.744999999, 548747.299 183808.064999999, 548682.672 183805.106000001, 548675.496 183850.069, 548655.076 183939.301999999, 548467.713 184024.249, 548429.463 184042.578, 548467.097 184081.183, 548369.3983 184187.7585, 548309.053 184193.0255, 548309.2610000001 184196.681, 548327.535 184314.899, 548368.5550000001 184319.5485, 548403.845 184368.872, 548473.464 184357.630999999, 548536.456 184386.073999999, 548555 184485.999, 548585.763 184539.668, 548518.5722000001 184639.037, 548317.1958 184611.151000001, 548284.9705000001 184606.804, 548103.433 184582.82, 548100.347 184582.410800001, 548079.073 184682.109999999, 548097.375 184711.970000001, 547931.5649999999 184917.673, 548266.999 184978.594000001, 548389.188 185142.594000001, 548599.063 185022.547, 548633.0769 185084.0317, 548648.2285 185111.461999999, 548620.438 185129, 548689.357 185256.855, 548803.9232 185232.045600001))",20.0,19.0,1.0,E02000014,29.5,119.3,79.6,163000,0.165611511,11.0,26796,26.6,5.2,40.2,43.9,0.8,12.0,E02000014,1092,386,967,5.997180986135539,22.18672641683937,22.54289207063082,15.096922153807771,2445,44.66257668711656,15.78732106339468,39.55010224948875,55.33742331288344,0.16764459346186086,0.15926236378876782,0.008382229673093043,59.8
14,E02000015,550150,184114,Barking and Dagenham,Old Dagenham Park & Village,"POLYGON ((550116.314 184635, 550262.1382 184633.165200001, 550265 184720, 550265 184726, 550513 184674.999, 550501.2529 184544.0878, 550442.053 184522.149, 550426.367 184466.67, 550478.754 184434.4835, 550474.375 184391.964, 550553.165 184443.390000001, 550588.5379999999 184472.611, 550706.802 184457.933, 550827.96 184430.973999999, 550904.62 184378.381999999, 550858.813 184298.593, 550820.9616 184205.0076, 550817.004 184195.999, 550738.191 184016.589, 550725.377 183899.335000001, 550606.745 183693.645, 550345.1138000001 183322.181600001, 550201.2340000001 183464.3772, 550098.5 183618.562000001, 550094.314 183624.882999999, 549964.23 183786.759, 549959.265 183799.642000001, 549811.0355 183943.180500001, 549839.25 183974.469000001, 549799.563 184013.25, 549602.392 184070.967, 549563.728 184092.091, 549506.5 184131.358999999, 549416.505 184131.388, 549410.625 184255.062000001, 549329.66 184218.253, 549292.2206 184280.2326, 549363.0894000001 184339.225, 549404.8755 184418.533, 549405.634 184516.5372, 549405 184549.657, 549244.0033 184559.9013, 549070.2078 184556.953600001, 549060.098 184635.228, 549049.247 184708.2555, 549182.799 184726.336999999, 549241.1438 184734.6744, 549310.6932 184745.308599999, 549546.6191 184794.055299999, 549556.711 184796.473999999, 549690.569 184831.925000001, 549751.6595 184850.6062, 549927.762 184906.169, 549977.1348 184810.492000001, 549971.3320000001 184801.683, 549988.898 184778.611, 550048.161 184717.85, 549999.263 184679.968, 550114.064 184669.877, 550116.314 184635))",19.0,19.0,0.0,E02000015,36.7,136.2,56.3,130000,0.180304387,13.9,24591,33.1,4.7,48.4,39.6,0.7,13.0,E02000015,799,333,713,6.558818766458075,21.96892488048049,25.45975355245442,16.64441867886179,1845,43.30623306233062,18.04878048780487,38.6449864498645,56.69376693766937,0.1395007342143906,0.1395007342143906,0.0,51.6
15,E02000016,544154,184300,Barking and Dagenham,Barking Central,"MULTIPOLYGON (((543565.84 183951.8961, 543527.852 183943.459000001, 543597.0475 184077.046499999, 543538.849 184165.294, 543439.813 184352.983999999, 543419.447 184495.937000001, 543519.7456 184848.2618, 543522.4632 184862.5088, 543595.4635 184832.770400001, 543548.0968000001 184609.295399999, 543585.2985 184526.199200001, 543545.6975 184474.2041, 543610.8995000001 184407.0033, 543595.4976999999 184241.000800001, 543688.3041 184210.2996, 543732.7017 184060.2787, 543565.84 183951.8961)), ((544240.061 184789.152000001, 544241.267 184756.279999999, 544180.347 184700.582, 544317.196 184543.077, 544358 184584, 544366.035 184522.870999999, 544489 184490, 544559 184524, 544563 184522, 544553.206 184476.619999999, 544489.5368 184388.024, 544440.5095 184320.100500001, 544456.63 184300.601, 544553.507 184210.823999999, 544736.188 184075.672, 544670.835 184020.993000001, 544609.3320000001 183973.023, 544538.706 183924.511, 544533.559 183920.977, 544460.746 183890.198999999, 544444.233 183892.915999999, 544346.3673 183826.292199999, 544273.187 183777.016000001, 544099.6 183676.523, 544018.791 183717.317, 544010.873 183735.5, 543903.0831 184110.896600001, 543754.2617 184071.746300001, 543684.7999 184277.4004, 543621.0986 184248.0988, 543636.3207 184412.773800001, 543642.9975000001 184476.0035, 543594.724 184556.586100001, 543572.5022 184602.997199999, 543619.8081 184826.1088, 543701.5098999999 184802.2706, 543741.981 184782.572000001, 543941.856 184816.546, 544109.481 184898.646, 544159.906 184893.761, 544190.5926 184845.2346, 544240.061 184789.152000001)))",23.0,22.0,1.0,E02000016,70.4,88.6,92.8,132500,0.358832948,11.8,26823,33.2,2.9,64.0,30.3,0.4,14.0,E02000016,471,324,1328,5.601402914713378,22.303018237654328,18.684868227786158,16.334405882397558,2123,22.18558643429109,15.26142251530852,62.55299105040037,77.8144135657089,0.2595936794582393,0.24830699774266368,0.011286681715575621,36.0
16,E02000017,544792,184542,Barking and Dagenham,Barking East,"POLYGON ((544671.645 185169.784, 544760.577 185028.779999999, 544790 185054, 544963.001 184838.001, 544899 184797, 544934.508 184771.176000001, 544968.7830000001 184788.096000001, 545147.7389999999 184629.899, 545198.853 184684.868000001, 545379.8959999999 184519.697000001, 545326.596 184474.574999999, 545347.7935 184448.152000001, 545326.0060000001 184429.005000001, 545325.725 184381.913000001, 545377.556 184330.532, 545323.601 184283.18, 545268.433 184280.620999999, 545271.8493999999 184184.053200001, 545296.2394 184162.475, 545302.8931 184163.4959, 545306.022 184163.943, 545241.472 184049.880999999, 545266.3100000001 184037.922, 545256.936 183958.909, 545285.709 183959.291999999, 545300.24 183883.703, 545359.7389999999 183867.050000001, 545396.564 183768.909, 545394.097 183699.33, 545349.05 183668.584100001, 545220.459 183736.6698, 545061.4515 183830.307499999, 544999.3050000001 183862.702, 544736.188 184075.672, 544553.507 184210.823999999, 544456.63 184300.601, 544440.5095 184320.100500001, 544489.5368 184388.024, 544553.206 184476.619999999, 544563 184522, 544559 184524, 544489 184490, 544366.035 184522.870999999, 544358 184584, 544317.196 184543.077, 544180.347 184700.582, 544241.267 184756.279999999, 544240.061 184789.152000001, 544190.5926 184845.2346, 544288.1825 184902.911499999, 544338.2616 184927.989, 544438.191 184975.437000001, 544435.2254999999 185014.8413, 544664.3536 185164.013599999, 544671.645 185169.784))",9.0,9.0,0.0,E02000017,68.7,87.7,99.6,210000,0.297016275,9.0,34435,18.4,3.9,39.7,41.9,0.8,15.0,E02000017,768,311,1247,5.743051281627602,22.62564261414792,18.82445512331997,15.0134710989123,2326,33.01805674978504,13.37059329320722,53.61134995700774,66.98194325021495,0.10262257696693272,0.10262257696693272,0.0,60.3
17,E02000018,546545,184383,Barking and Dagenham,Mayesbrook Park & Rippleside,"POLYGON ((546639 185244, 546671.6905 185212.768999999, 546705.6912 185236.411, 546767.622 185207.432, 546739.9399999999 185055.892000001, 546780.023 185013.971000001, 546779.469 184987.001, 546678.824 184960.014, 546738.583 184915.909, 546741.602 184858.189999999, 546845.8765 184788.9045, 546822.52 184763.579, 546840.772 184741.2436, 546857.6850000001 184717.543, 546777 184653.909600001, 546775.8 184610.323000001, 546863.096 184594.755999999, 546926.1226 184620.205800001, 546963.314 184516.941, 546965.326 184504.681600001, 546979.3199999999 184428.7678, 547214.753 184461.668, 547258.751 184467.655999999, 547256.625 184391.805, 547270.5599 184312.4461, 547273.205 184246.921, 547278.208 184125.77, 547287.568 183954.6128, 547291.5424 183883.875, 547293.0188 183854.044600001, 546980.8354 183847.258400001, 546977.1655 183847.026000001, 546838.2439999999 183828.4475, 546835.938 183854.375, 546695.088 183842, 546658.566 183648.8706, 546349.493 183647.208000001, 546011.5498 183557.2042, 546057.757 183793.335000001, 546117.378 183860.074999999, 546036.6409999999 184016.473999999, 545964.853 183940.859999999, 545924.0124 183961.09, 545949.861 184042.627, 545909.0195000001 184042.2655, 545848.798 184162.857999999, 545806.76 184157.821, 545801.6192 184185.787, 545803.5078 184243.980799999, 545860.0404000001 184252.919199999, 546076.331 184290.464, 546131.1258 184298.5362, 546126.064 184365.125, 546029.099 184537.388, 546021.813 184578.547, 546139.52 184777.76, 546218.1215 184945.822000001, 546338.3543 184984.912699999, 546383.689 185027.327, 546381.4382 185104.331800001, 546635.425 185138.309, 546639 185244))",17.0,17.0,0.0,E02000018,35.9,135.8,66.5,161000,0.183466167,11.8,26613,28.8,4.5,42.7,41.7,0.8,16.0,E02000018,1004,325,934,5.573968821533862,22.88763030769231,20.192113185117773,14.093759726787448,2263,44.36588599204595,14.361467079098539,41.2726469288555,55.63411400795404,0.1251840942562592,0.1251840942562592,0.0,57.3
18,E02000019,548048,183208,Barking and Dagenham,Goresbrook & Scrattons Farm,"POLYGON ((548536.456 184386.073999999, 548473.464 184357.630999999, 548403.845 184368.872, 548368.5550000001 184319.5485, 548327.535 184314.899, 548309.2610000001 184196.681, 548309.053 184193.0255, 548369.3983 184187.7585, 548467.097 184081.183, 548429.463 184042.578, 548467.713 184024.249, 548655.076 183939.301999999, 548675.496 183850.069, 548576.62 183795.655999999, 548495.444 183847.993000001, 548412.669 183820.055, 548485.211 183808.241, 548474.678 183771.766000001, 548537.8814 183785.9892, 548539.6310000001 183757.777000001, 548519.501 183699.6515, 548418.8590000001 183714.225, 548350.9031 183640.602, 548517.407 183628.037, 548545.699 183593.626, 548554.111 183544.012, 548508.088 183542.328, 548498.231 183490.413000001, 548509.75 183468.875, 548599.625 183534.828, 548790.571 183551.431, 549074 183608.047, 549078.499 183337.896, 549004.2688 182778.8554, 548911.688 181950.75, 548807.1957 181777.100099999, 548519.7038 182020.6964, 548320.9978 182112.5001, 548127.2992 182155.598099999, 548190.61 182655.647, 547961 182741, 547699.34 182941.283, 547321.941 183028.681, 547293.8050000001 183032.234999999, 547279.5159999999 182975.615, 547232.745 182984.684, 547619.205 182400.460000001, 547477.833 182555.489, 547458.001 182445, 547422.728 182417.045, 547109.698 182898.525, 546949.806 182962, 546957.091 183005.57, 547028.4350000001 183028.388, 547028.0669 183060.0031, 547020.507 183112.278999999, 546949.911 183106.779999999, 546935 183149.017999999, 547018.895 183163.776000001, 547045.622 183272.255000001, 546940.8504999999 183284.3155, 546950.917 183392.471999999, 547248.13 183464.763, 547329.177 183510.073000001, 547336.429 183563.595000001, 547658.9944 183579.026000001, 547627.311 183859.245999999, 547479.985 183856.903999999, 547293.0188 183854.044600001, 547291.5424 183883.875, 547324.227 183888.806, 547322.746 183991.162, 547384.346 183960.147, 547450.3168 184028.274, 547383.263 184065.278000001, 547398.743 184117.124, 547366.983 184175.949999999, 547338.566 184279.662, 547359.9435000001 184289.175000001, 547443.117 184259.7925, 547437.605 184204.375, 547489.2618 184202.595799999, 547587.608 184237.626499999, 547593 184138.5, 547653.8445 184129.316500001, 547671.971 184170.168, 547772.243 184200.727, 547799.6629999999 184180.314999999, 547820.171 184198.207, 547835.6375 184217.2137, 547815.574 184245.955, 547849.547 184355.551999999, 547883.692 184367.943, 547855.309 184550.243000001, 548100.347 184582.410800001, 548103.433 184582.82, 548284.9705000001 184606.804, 548317.1958 184611.151000001, 548518.5722000001 184639.037, 548585.763 184539.668, 548555 184485.999, 548536.456 184386.073999999))",26.0,25.0,1.0,E02000019,36.1,303.8,28.0,165500,0.19903878,10.3,29593,25.6,4.5,33.9,47.7,0.9,17.0,E02000019,1045,293,908,6.143815267521531,26.729154832423216,23.364248686123357,15.791036120863762,2246,46.52715939447907,13.04541406945681,40.42742653606411,53.47284060552092,0.08558262014483212,0.08229098090849242,0.0032916392363396972,66.1
19,E02000020,546319,182091,Barking and Dagenham,Creekmouth & Barking Riverside,"POLYGON ((545801.6192 184185.787, 545806.76 184157.821, 545848.798 184162.857999999, 545909.0195000001 184042.2655, 545949.861 184042.627, 545924.0124 183961.09, 545964.853 183940.859999999, 546036.6409999999 184016.473999999, 546117.378 183860.074999999, 546057.757 183793.335000001, 546011.5498 183557.2042, 545803.0607 183488.410800001, 545658.407 183443.993000001, 545683.166 183348.765000001, 545745.677 183315.5385, 545828.584 183323.955, 545883.1637 183227.164999999, 545558.8188 183151.4298, 545602.118 183126.114, 545579 183074, 545521.129 183057.038000001, 545530.905 183021.344000001, 545571.911 183025.932, 545549.652 182995.560000001, 545585.67 182955.33, 545643.9455 182976.387499999, 545689.867 182908.210999999, 545734.412 182952.725, 545722.299 183000.831, 545950.138 183040.888, 546040.3639999999 182905.58, 546050.573 182788.003, 546354 182781.001, 546354.5870000001 182699.137, 546253.081 182622.401000001, 546498.929 182637.186000001, 546564.3810000001 182642.112, 546530.71 182618.703, 546570.145 182600.306, 546599.664 182554.345000001, 546588.401 182543, 546604.747 182451.362, 546576.8050000001 182011.312999999, 546817 182131, 546887 182235, 546985 182258, 547086.079 182396.317, 547160.34 182325.869000001, 547422.728 182417.045, 547458.001 182445, 547477.833 182555.489, 547619.205 182400.460000001, 547232.745 182984.684, 547279.5159999999 182975.615, 547293.8050000001 183032.234999999, 547321.941 183028.681, 547699.34 182941.283, 547961 182741, 548190.61 182655.647, 548127.2992 182155.598099999, 548090.6967 182170.4035, 548043.2959 182138.8026, 547681.6015 182202.704299999, 547356.6967 182142.8014, 547119.4038 182034.702400001, 546804.3023 181795.900699999, 546812.704 181760.2009, 546442.5997 181588.800000001, 546279.397 181549.3013, 545947.6982 181608.5044, 545907.3963 181590.0996, 545767.7003 181631.797700001, 545696.071 181697.382200001, 545498.6969 181865.900699999, 545471.0017 182075.7006, 545494.3023 182264.6965, 545348.8942 182415.606799999, 545286.7988 182494.7007, 545300.8979 182764.9033, 545222.5037999999 182935.4045, 545182.3999 182885.698799999, 545116.9011 182868.4037, 545000.0521 182950.4002, 544926.7632 182918.946900001, 544780.7994 182857.596799999, 544600.0017 182980.501599999, 544448.2098 183040.2403, 544751.5796000001 183165.454500001, 545135.5572 183284.2194, 545094.667 183438.071, 545179.536 183483.267000001, 545107 183617, 544996.61 183567.711999999, 544992.046 183576.059, 544863.008 183664.437999999, 544777.674 183581.005999999, 544787.7974 183544.228399999, 544704.917 183528.221999999, 544642.179 183488.119000001, 544633.054 183501.943, 544626.54 183555.732999999, 544684.575 183570.942, 544628.46 183638.912, 544644.679 183649.495999999, 544692.227 183654.875, 544658.902 183715.6, 544635.892 183759.673, 544620.929 183870.886, 544538.706 183924.511, 544609.3320000001 183973.023, 544670.835 184020.993000001, 544736.188 184075.672, 544999.3050000001 183862.702, 545061.4515 183830.307499999, 545220.459 183736.6698, 545349.05 183668.584100001, 545394.097 183699.33, 545396.564 183768.909, 545359.7389999999 183867.050000001, 545300.24 183883.703, 545285.709 183959.291999999, 545256.936 183958.909, 545266.3100000001 184037.922, 545241.472 184049.880999999, 545306.022 184163.943, 545574.2120000001 184208.266000001, 545681.7389999999 184224.901000001, 545803.5078 184243.980799999, 545801.6192 184185.787))",44.0,44.0,0.0,E02000020,53.6,341.9,28.3,215000,0.240732601,11.3,27819,25.7,4.9,43.2,43.3,0.7,18.0,E02000020,898,362,1059,6.051312824832966,28.367977059392278,21.667375611425864,16.66625156735662,2319,38.72358775334196,15.610176800344968,45.66623544631306,61.27641224665804,0.12869260017548992,0.12869260017548992,0.0,56.8
20,E02000021,549348,182749,Barking and Dagenham,Rylands Estate & Dagenham Dock,"POLYGON ((549811.0355 183943.180500001, 549959.265 183799.642000001, 549964.23 183786.759, 550094.314 183624.882999999, 550098.5 183618.562000001, 550201.2340000001 183464.3772, 550345.1138000001 183322.181600001, 550277.762 183178.65, 550249.559 183138.215, 550111.3953 182551.799900001, 549949.375 181851.766000001, 549894.9494 181460.5655, 549864.803 181434.1043, 549383.5965 181514.4013, 548945.8992 181700.3981, 548991.2965000001 181699.8982, 548969.3976 181763.0001, 548886.4029 181793.9013, 548857.7018 181723.601399999, 548807.1957 181777.100099999, 548911.688 181950.75, 549004.2688 182778.8554, 549078.499 183337.896, 549074 183608.047, 548790.571 183551.431, 548599.625 183534.828, 548509.75 183468.875, 548498.231 183490.413000001, 548508.088 183542.328, 548554.111 183544.012, 548545.699 183593.626, 548517.407 183628.037, 548350.9031 183640.602, 548418.8590000001 183714.225, 548519.501 183699.6515, 548539.6310000001 183757.777000001, 548537.8814 183785.9892, 548474.678 183771.766000001, 548485.211 183808.241, 548412.669 183820.055, 548495.444 183847.993000001, 548576.62 183795.655999999, 548675.496 183850.069, 548682.672 183805.106000001, 548747.299 183808.064999999, 548777.018 183747.744999999, 548835.8715 183775.290999999, 548864.606 183716.786, 548915.323 183746.782, 548917.242 183796.603800001, 548892.512 183830.415999999, 548988.317 183994.715, 549086.262 184007.598999999, 549085.999 184024.676000001, 549148.041 183966.382999999, 549229.319 183967.705, 549260.074 183898.471999999, 549326.7340000001 183914.941, 549365.2830000001 183988.09, 549337.768 184033.103, 549363.743 184090.876, 549290.718 184116.564999999, 549329.66 184218.253, 549410.625 184255.062000001, 549416.505 184131.388, 549506.5 184131.358999999, 549563.728 184092.091, 549602.392 184070.967, 549799.563 184013.25, 549839.25 183974.469000001, 549811.0355 183943.180500001))",18.0,17.0,1.0,E02000021,42.5,288.0,28.5,160000,0.209469892,9.6,28518,24.2,4.3,37.5,44.6,0.8,19.0,E02000021,1010,356,762,6.499292200396041,29.220645523033703,23.49340060839895,16.38571719558271,2128,47.46240601503759,16.72932330827067,35.80827067669173,52.537593984962406,0.0625,0.059027777777777776,0.003472222222222222,62.5
